Order_ID,Order_Date,Sales_Channel,Product_Category,Sales,Profit
ORD-0313,2025-02-02,Online,Footwear,146.16,29.31
ORD-0119,2025-02-02,Online,Footwear,93.86,25.01
ORD-1685,2025-02-02,Online,Accessories,48.29,5.34
ORD-0761,2025-02-03,Online,Accessories,85.18,23.83
ORD-0914,2025-02-03,Online,Accessories,516.69,97.72
ORD-1311,2025-02-03,Retail,Apperal,577.86,223.13
ORD-0064,2025-02-04,Retail,Accessories,243.46,98.88
ORD-1975,2025-02-04,Retail,Accessories,563.53,202.85
ORD-1867,2025-02-04,Online,Accessories,170.0,22.98
ORD-0516,2025-02-04,Retail,Footwear,38.73,7.47
ORD-0152,2025-02-05,Online,Footwear,528.13,141.58
ORD-0387,2025-02-05,Retail,Apperal,506.23,72.17
ORD-2230,2025-02-05,Online,Footwear,140.95,30.24
ORD-2149,2025-02-05,Online,Apperal,406.63,173.02
ORD-1578,2025-02-06,Online,Apperal,501.32,137.08
ORD-0348,2025-02-06,Online,Footwear,47.06,18.76
ORD-0272,2025-02-06,Retail,Footwear,60.42,21.81
ORD-0545,2025-02-06,Retail,Apperal,525.81,182.25
ORD-1658,2025-02-06,Retail,Accessories,518.29,153.71
ORD-2698,2025-02-07,Online,Apperal,456.98,133.83
ORD-0320,2025-02-07,Online,Accessories,395.74,174.32
ORD-1572,2025-02-07,Online,Footwear,373.31,81.08
ORD-0635,2025-02-08,Online,Footwear,537.8,117.61
ORD-0583,2025-02-08,Online,Accessories,343.65,109.71
ORD-1473,2025-02-08,Retail,Footwear,329.55,92.35
ORD-1451,2025-02-08,Retail,Footwear,520.11,194.27
ORD-1993,2025-02-08,Online,Apperal,371.61,98.69
ORD-1380,2025-02-08,Online,Footwear,584.03,128.09
ORD-1048,2025-02-08,Retail,Footwear,486.47,170.9
ORD-2593,2025-02-08,Retail,Accessories,148.67,18.63
ORD-0380,2025-02-08,Retail,Apperal,99.63,21.05
ORD-2142,2025-02-08,Online,Accessories,50.73,11.67
ORD-1698,2025-02-08,Online,Footwear,595.86,196.55
ORD-0893,2025-02-08,Online,Apperal,297.1,99.42
ORD-0945,2025-02-09,Retail,Footwear,283.25,78.81
ORD-1583,2025-02-09,Online,Accessories,452.83,195.77
ORD-1592,2025-02-09,Online,Apperal,511.0,123.13
ORD-1593,2025-02-09,Online,Apperal,327.12,41.41
ORD-2956,2025-02-09,Online,Apperal,587.63,253.02
ORD-1566,2025-02-09,Retail,Footwear,133.13,43.76
ORD-0095,2025-02-10,Retail,Footwear,564.18,163.42
ORD-0115,2025-02-10,Retail,Apperal,405.59,158.58
ORD-0702,2025-02-10,Online,Footwear,517.62,143.47
ORD-1310,2025-02-10,Online,Footwear,520.9,136.76
ORD-1378,2025-02-11,Online,Apperal,202.86,83.09
ORD-1029,2025-02-11,Online,Apperal,84.31,19.29
ORD-2332,2025-02-11,Online,Accessories,172.35,26.26
ORD-1308,2025-02-11,Retail,Footwear,362.93,115.99
ORD-0586,2025-02-11,Retail,Apperal,508.45,71.52
ORD-2865,2025-02-12,Online,Apperal,44.22,11.61
ORD-0507,2025-02-12,Online,Accessories,305.95,90.03
ORD-0813,2025-02-12,Online,Apperal,318.11,132.51
ORD-2099,2025-02-12,Retail,Apperal,330.97,55.78
ORD-2384,2025-02-12,Retail,Accessories,375.17,163.12
ORD-2512,2025-02-12,Online,Footwear,139.38,24.44
ORD-1392,2025-02-13,Online,Apperal,170.02,54.35
ORD-2919,2025-02-13,Retail,Apperal,154.32,66.94
ORD-2625,2025-02-13,Retail,Footwear,45.72,7.38
ORD-1786,2025-02-15,Online,Apperal,592.19,61.5
ORD-0344,2025-02-15,Online,Footwear,399.2,90.29
ORD-1636,2025-02-15,Online,Accessories,307.83,85.65
ORD-0843,2025-02-15,Online,Accessories,183.07,27.89
ORD-1417,2025-02-16,Online,Apperal,361.86,141.66
ORD-2750,2025-02-16,Retail,Accessories,145.67,18.41
ORD-0423,2025-02-16,Retail,Apperal,473.23,205.18
ORD-0674,2025-02-16,Retail,Apperal,119.6,26.56
ORD-0466,2025-02-16,Online,Accessories,67.65,10.07
ORD-1086,2025-02-16,Retail,Accessories,115.66,27.1
ORD-1534,2025-02-16,Retail,Apperal,142.03,63.85
ORD-0848,2025-02-16,Online,Apperal,391.3,168.77
ORD-0120,2025-02-17,Online,Accessories,330.86,69.93
ORD-0855,2025-02-17,Retail,Accessories,445.73,116.01
ORD-1174,2025-02-18,Retail,Accessories,395.54,57.81
ORD-2776,2025-02-18,Retail,Accessories,48.92,5.08
ORD-2173,2025-02-18,Online,Apperal,528.54,143.7
ORD-0337,2025-02-18,Online,Apperal,300.69,83.22
ORD-2764,2025-02-19,Online,Footwear,487.23,101.73
ORD-2177,2025-02-19,Online,Footwear,177.45,76.39
ORD-0399,2025-02-20,Retail,Apperal,347.2,140.87
ORD-1233,2025-02-20,Retail,Accessories,187.11,25.95
ORD-0755,2025-02-20,Online,Apperal,397.15,53.65
ORD-1122,2025-02-20,Retail,Accessories,409.91,151.94
ORD-0830,2025-02-20,Online,Accessories,57.85,7.42
ORD-2113,2025-02-20,Online,Apperal,35.86,13.27
ORD-0090,2025-02-22,Online,Apperal,317.74,95.21
ORD-0416,2025-02-22,Retail,Apperal,251.37,67.28
ORD-1273,2025-02-22,Online,Footwear,364.09,133.72
ORD-2034,2025-02-22,Retail,Footwear,372.85,47.42
ORD-0809,2025-02-22,Online,Accessories,368.12,63.73
ORD-0221,2025-02-22,Online,Footwear,319.73,133.26
ORD-0282,2025-02-23,Online,Footwear,149.67,22.99
ORD-0412,2025-02-23,Retail,Apperal,428.24,106.95
ORD-1533,2025-02-23,Online,Apperal,333.87,144.43
ORD-1229,2025-02-23,Retail,Apperal,515.15,100.89
ORD-0773,2025-02-23,Retail,Accessories,430.98,53.08
ORD-1220,2025-02-24,Online,Apperal,293.96,119.07
ORD-1214,2025-02-24,Online,Accessories,304.66,49.47
ORD-2712,2025-02-24,Retail,Apperal,33.6,11.08
ORD-1351,2025-02-24,Online,Footwear,527.12,182.4
ORD-2276,2025-02-24,Online,Accessories,37.98,6.86
ORD-0852,2025-02-25,Online,Apperal,113.41,29.13
ORD-2398,2025-02-25,Retail,Apperal,375.98,148.43
ORD-0867,2025-02-25,Online,Accessories,401.5,132.97
ORD-2880,2025-02-26,Online,Apperal,374.18,85.7
ORD-2700,2025-02-26,Retail,Footwear,139.09,43.66
ORD-0434,2025-02-27,Online,Apperal,317.04,126.94
ORD-0441,2025-02-27,Retail,Apperal,312.68,36.37
ORD-2251,2025-02-27,Online,Apperal,68.44,28.68
ORD-2914,2025-02-27,Retail,Footwear,192.62,49.2
ORD-0642,2025-02-27,Online,Accessories,384.2,123.24
ORD-0658,2025-02-27,Retail,Footwear,42.72,11.78
ORD-0034,2025-02-28,Online,Accessories,290.54,52.62
ORD-1282,2025-02-28,Online,Accessories,145.34,44.56
ORD-1978,2025-02-28,Retail,Apperal,480.4,92.09
ORD-1864,2025-02-28,Online,Footwear,567.0,91.47
ORD-2387,2025-03-01,Online,Accessories,338.11,71.84
ORD-2181,2025-03-01,Retail,Accessories,455.12,190.53
ORD-2720,2025-03-01,Retail,Apperal,433.39,66.04
ORD-1730,2025-03-01,Online,Accessories,421.65,153.98
ORD-1376,2025-03-02,Retail,Accessories,206.76,92.99
ORD-1505,2025-03-02,Retail,Accessories,187.99,41.36
ORD-0828,2025-03-02,Online,Accessories,61.38,22.71
ORD-0552,2025-03-03,Retail,Accessories,357.28,132.24
ORD-1544,2025-03-03,Retail,Accessories,127.05,49.75
ORD-1513,2025-03-03,Retail,Accessories,485.21,152.74
ORD-0104,2025-03-04,Retail,Footwear,88.26,33.24
ORD-1182,2025-03-04,Online,Accessories,140.65,16.58
ORD-0729,2025-03-04,Retail,Accessories,479.4,152.95
ORD-2424,2025-03-04,Online,Footwear,44.23,14.95
ORD-1169,2025-03-04,Online,Apperal,65.78,19.33
ORD-1762,2025-03-05,Online,Accessories,421.58,58.55
ORD-0723,2025-03-06,Online,Footwear,503.49,153.86
ORD-0098,2025-03-06,Retail,Accessories,165.71,58.63
ORD-2072,2025-03-06,Online,Footwear,78.64,20.24
ORD-2448,2025-03-06,Online,Accessories,83.88,32.21
ORD-2664,2025-03-07,Online,Apperal,146.42,65.07
ORD-2881,2025-03-07,Online,Apperal,299.06,30.96
ORD-2917,2025-03-07,Online,Accessories,555.12,138.61
ORD-1926,2025-03-07,Online,Footwear,322.12,50.24
ORD-2341,2025-03-08,Online,Apperal,492.58,100.28
ORD-2249,2025-03-08,Retail,Apperal,53.79,12.34
ORD-0906,2025-03-08,Online,Footwear,488.51,51.5
ORD-2903,2025-03-09,Online,Apperal,549.53,62.65
ORD-1355,2025-03-10,Retail,Footwear,400.85,84.21
ORD-0807,2025-03-10,Retail,Footwear,497.54,200.14
ORD-0573,2025-03-10,Online,Accessories,263.3,115.52
ORD-1095,2025-03-10,Retail,Apperal,194.69,48.73
ORD-0465,2025-03-10,Retail,Apperal,325.07,123.83
ORD-2036,2025-03-10,Online,Apperal,256.03,39.4
ORD-2825,2025-03-11,Online,Footwear,319.08,130.68
ORD-2683,2025-03-11,Online,Accessories,449.81,82.3
ORD-2236,2025-03-11,Online,Footwear,419.89,110.15
ORD-0626,2025-03-11,Online,Apperal,405.86,42.77
ORD-0005,2025-03-13,Online,Footwear,211.59,65.65
ORD-0764,2025-03-13,Retail,Apperal,251.6,50.22
ORD-1765,2025-03-13,Online,Footwear,203.81,60.35
ORD-2941,2025-03-13,Retail,Footwear,110.18,24.96
ORD-2344,2025-03-14,Retail,Accessories,547.83,80.99
ORD-2233,2025-03-14,Retail,Apperal,505.4,194.03
ORD-1815,2025-03-14,Online,Apperal,248.83,33.02
ORD-0846,2025-03-14,Online,Accessories,539.68,90.73
ORD-1370,2025-03-14,Online,Footwear,564.68,212.0
ORD-2777,2025-03-15,Online,Footwear,38.29,15.71
ORD-0598,2025-03-15,Retail,Footwear,560.23,101.34
ORD-2756,2025-03-16,Online,Accessories,344.01,59.11
ORD-0782,2025-03-16,Online,Footwear,595.45,145.36
ORD-1305,2025-03-16,Online,Footwear,202.46,20.8
ORD-0528,2025-03-16,Retail,Apperal,109.79,42.76
ORD-1151,2025-03-16,Online,Apperal,324.38,48.19
ORD-1701,2025-03-16,Online,Apperal,530.16,204.78
ORD-0952,2025-03-16,Retail,Footwear,168.73,48.24
ORD-0564,2025-03-17,Online,Footwear,204.23,25.51
ORD-2726,2025-03-17,Retail,Footwear,314.67,88.37
ORD-2073,2025-03-17,Online,Apperal,449.8,171.82
ORD-0457,2025-03-17,Retail,Footwear,411.27,100.12
ORD-2206,2025-03-18,Online,Footwear,490.56,82.47
ORD-0845,2025-03-19,Online,Apperal,266.69,88.04
ORD-1024,2025-03-19,Online,Apperal,554.61,122.77
ORD-2754,2025-03-19,Online,Footwear,239.04,79.65
ORD-0752,2025-03-19,Retail,Apperal,337.57,69.69
ORD-0872,2025-03-19,Online,Accessories,182.07,41.11
ORD-1240,2025-03-19,Online,Footwear,285.69,65.75
ORD-2500,2025-03-20,Retail,Footwear,451.42,77.01
ORD-2370,2025-03-20,Online,Footwear,128.03,18.82
ORD-2908,2025-03-20,Retail,Apperal,591.3,133.65
ORD-1687,2025-03-20,Online,Accessories,141.77,62.08
ORD-0664,2025-03-21,Retail,Accessories,556.43,57.36
ORD-2409,2025-03-21,Online,Footwear,233.8,27.77
ORD-0066,2025-03-22,Retail,Apperal,372.92,55.07
ORD-0800,2025-03-22,Retail,Apperal,70.76,7.7
ORD-1403,2025-03-22,Retail,Apperal,280.36,38.89
ORD-0209,2025-03-22,Online,Apperal,566.76,74.33
ORD-1627,2025-03-23,Online,Footwear,375.58,107.67
ORD-1260,2025-03-23,Retail,Footwear,515.21,175.7
ORD-2842,2025-03-23,Online,Accessories,350.14,64.08
ORD-0749,2025-03-24,Retail,Accessories,565.6,172.41
ORD-2401,2025-03-24,Online,Footwear,67.98,7.18
ORD-1922,2025-03-25,Retail,Accessories,42.26,5.64
ORD-1832,2025-03-25,Online,Apperal,210.54,83.42
ORD-2150,2025-03-25,Retail,Footwear,244.13,84.83
ORD-1714,2025-03-25,Retail,Accessories,360.93,134.42
ORD-1825,2025-03-25,Online,Accessories,166.31,48.6
ORD-1175,2025-03-25,Online,Apperal,41.29,13.73
ORD-1704,2025-03-25,Retail,Footwear,214.18,91.58
ORD-2297,2025-03-25,Online,Apperal,556.5,246.12
ORD-1253,2025-03-26,Online,Footwear,123.19,44.41
ORD-2086,2025-03-26,Retail,Footwear,360.24,65.35
ORD-0751,2025-03-26,Online,Footwear,332.93,139.36
ORD-2887,2025-03-27,Online,Apperal,534.49,159.25
ORD-2015,2025-03-27,Retail,Apperal,301.73,41.01
ORD-1791,2025-03-27,Retail,Accessories,73.19,30.76
ORD-1422,2025-03-27,Online,Footwear,320.34,79.56
ORD-0461,2025-03-27,Online,Apperal,332.37,94.87
ORD-0157,2025-03-27,Online,Apperal,352.93,85.88
ORD-0896,2025-03-27,Online,Accessories,539.1,233.73
ORD-2511,2025-03-28,Online,Apperal,189.55,66.64
ORD-2506,2025-03-28,Retail,Accessories,246.65,88.39
ORD-1843,2025-03-28,Online,Footwear,365.35,148.78
ORD-1219,2025-03-28,Online,Accessories,128.38,30.05
ORD-1782,2025-03-29,Online,Footwear,385.4,140.56
ORD-2624,2025-03-29,Online,Accessories,201.41,73.01
ORD-1239,2025-03-29,Online,Apperal,159.2,58.18
ORD-0014,2025-03-29,Online,Accessories,385.1,126.0
ORD-2045,2025-03-30,Retail,Footwear,180.8,53.1
ORD-1030,2025-03-30,Retail,Footwear,567.24,139.25
ORD-1411,2025-03-30,Retail,Apperal,336.27,79.88
ORD-1550,2025-03-30,Online,Apperal,148.15,61.77
ORD-0518,2025-03-31,Retail,Apperal,216.3,89.33
ORD-2134,2025-03-31,Online,Footwear,122.21,36.22
ORD-0696,2025-03-31,Online,Apperal,350.91,87.87
ORD-1805,2025-03-31,Online,Footwear,95.99,25.25
ORD-0978,2025-03-31,Online,Apperal,593.25,241.01
ORD-0632,2025-04-01,Online,Accessories,455.32,148.57
ORD-0059,2025-04-02,Retail,Accessories,473.55,111.65
ORD-1792,2025-04-02,Online,Footwear,302.66,135.05
ORD-2432,2025-04-02,Online,Accessories,500.37,143.03
ORD-0396,2025-04-02,Online,Footwear,57.42,19.93
ORD-2376,2025-04-02,Retail,Footwear,148.47,58.5
ORD-1600,2025-04-02,Online,Apperal,248.41,74.59
ORD-1869,2025-04-03,Online,Footwear,220.72,96.23
ORD-0826,2025-04-03,Online,Apperal,185.35,83.39
ORD-0467,2025-04-04,Retail,Footwear,135.41,50.35
ORD-1002,2025-04-05,Online,Footwear,25.14,8.87
ORD-2357,2025-04-05,Retail,Apperal,89.54,34.97
ORD-1091,2025-04-05,Online,Accessories,243.19,95.53
ORD-0817,2025-04-05,Online,Apperal,234.02,74.37
ORD-0763,2025-04-05,Online,Footwear,145.78,17.41
ORD-1238,2025-04-06,Retail,Apperal,101.25,25.32
ORD-0541,2025-04-06,Online,Apperal,230.57,70.58
ORD-0145,2025-04-06,Online,Accessories,303.79,63.36
ORD-0444,2025-04-06,Online,Apperal,56.72,14.29
ORD-2492,2025-04-07,Online,Apperal,519.64,170.04
ORD-2920,2025-04-07,Online,Apperal,345.93,136.25
ORD-1067,2025-04-07,Online,Apperal,527.2,164.84
ORD-0788,2025-04-08,Online,Footwear,262.42,86.06
ORD-1446,2025-04-08,Online,Accessories,182.79,66.54
ORD-2882,2025-04-08,Retail,Apperal,522.78,178.38
ORD-1350,2025-04-08,Retail,Accessories,123.38,31.04
ORD-0276,2025-04-09,Online,Footwear,168.69,45.91
ORD-0574,2025-04-09,Retail,Apperal,421.48,112.65
ORD-2402,2025-04-09,Online,Footwear,289.89,89.02
ORD-0539,2025-04-09,Online,Footwear,472.28,193.03
ORD-0735,2025-04-09,Online,Footwear,103.41,39.8
ORD-1695,2025-04-09,Online,Accessories,356.81,130.17
ORD-0125,2025-04-09,Retail,Apperal,118.67,52.74
ORD-0347,2025-04-09,Online,Accessories,495.29,148.7
ORD-1538,2025-04-09,Online,Footwear,261.95,117.75
ORD-0296,2025-04-09,Retail,Apperal,435.62,128.84
ORD-0355,2025-04-09,Retail,Footwear,526.14,142.34
ORD-1905,2025-04-10,Retail,Accessories,598.27,153.61
ORD-0481,2025-04-10,Online,Accessories,209.1,50.46
ORD-0016,2025-04-10,Retail,Accessories,97.61,28.67
ORD-2415,2025-04-11,Retail,Apperal,44.43,8.41
ORD-2685,2025-04-11,Retail,Apperal,592.17,158.97
ORD-2326,2025-04-11,Retail,Apperal,208.25,43.3
ORD-2507,2025-04-11,Retail,Footwear,115.99,31.5
ORD-2054,2025-04-12,Retail,Accessories,483.82,150.92
ORD-1388,2025-04-12,Online,Footwear,399.72,123.67
ORD-2082,2025-04-12,Online,Accessories,68.75,7.18
ORD-1777,2025-04-12,Retail,Apperal,234.92,28.84
ORD-2979,2025-04-12,Online,Footwear,589.31,100.36
ORD-2225,2025-04-12,Retail,Apperal,399.44,48.92
ORD-0784,2025-04-13,Retail,Footwear,482.74,118.31
ORD-1802,2025-04-13,Online,Accessories,366.74,148.46
ORD-0001,2025-04-13,Retail,Apperal,260.76,32.74
ORD-0420,2025-04-13,Online,Apperal,593.8,218.84
ORD-2945,2025-04-14,Online,Accessories,314.56,132.16
ORD-1047,2025-04-14,Retail,Accessories,494.22,195.3
ORD-0376,2025-04-14,Retail,Accessories,409.53,45.98
ORD-2655,2025-04-14,Retail,Footwear,254.49,93.35
ORD-0290,2025-04-14,Online,Footwear,499.45,100.41
ORD-2288,2025-04-14,Online,Apperal,410.81,167.63
ORD-2481,2025-04-15,Retail,Apperal,400.88,155.24
ORD-0734,2025-04-15,Retail,Apperal,158.03,23.24
ORD-1119,2025-04-16,Retail,Accessories,39.05,6.24
ORD-0428,2025-04-16,Online,Accessories,260.13,62.6
ORD-1809,2025-04-16,Retail,Accessories,123.51,15.7
ORD-2127,2025-04-16,Online,Footwear,49.34,16.47
ORD-0072,2025-04-16,Retail,Accessories,336.51,143.1
ORD-0798,2025-04-16,Online,Apperal,434.44,133.9
ORD-0004,2025-04-17,Retail,Footwear,184.93,73.3
ORD-0854,2025-04-17,Retail,Accessories,460.54,164.79
ORD-1954,2025-04-17,Online,Accessories,463.89,135.34
ORD-1527,2025-04-17,Retail,Footwear,138.25,31.21
ORD-1462,2025-04-18,Retail,Apperal,295.44,98.18
ORD-2192,2025-04-18,Online,Apperal,82.46,14.47
ORD-2140,2025-04-18,Retail,Footwear,389.14,52.5
ORD-1384,2025-04-18,Online,Footwear,367.81,57.43
ORD-2640,2025-04-18,Online,Footwear,569.8,179.29
ORD-2973,2025-04-19,Retail,Accessories,363.74,57.27
ORD-0584,2025-04-19,Retail,Apperal,463.17,133.54
ORD-0908,2025-04-19,Retail,Apperal,394.27,39.77
ORD-2725,2025-04-19,Retail,Apperal,364.88,47.2
ORD-1302,2025-04-19,Online,Footwear,202.83,46.2
